EJE,PONDERADOR EJE,NOMBRE DE SECTOR,SECTOR MGA,PROGRAMA MGA,"COD,.INT. PROGRAMA",PROGRAMA PDT,PONDERADOR PROGRAMA,COD SUBPROGRAMA,"COD. INT, SUBPROGRAMA",SUBPROGRAMA,PONDERADOR SUBPROGRAMA,COD. INT. MR,META DE RESULTADO,INDICADOR DE RESULTADO,L.B,PRODUCTO MGA,BPIN,NOMBRE DEL PROYECTO,COD META PRODUCTO,PONDERADOR META DE PRODUCTO,META DE PRODUCTO,L.B,UNIDAD DE MEDIDA,TENDENCIA  INDICADOR,INDICADOR,RESPONSABLE, ,VALOR ESPERADO CUATRIENIO,% TOTAL  EJEJCUTADO 2024 VS CUATRIENIO,% TOTAL EJECUTADO 2025 VS CUATRIENIO,% TOTAL EJECUTADO 2026 VS CUATRIENIO,% TOTAL EJECUTADO 2027 VS CUATRIENIO,PORCENTAJE TOTAL PDM AVANCE CUATRIENIO,VALOR ESPERADO 2024,VALOR ESPERADO 2025,VALOR ESPERADO 2026,VALOR ESPERADO 2027,T1. PLANEADO 2024,T1. EJECUTADO 2024,T2. PLANEADO 2024,T2. EJECUTADO 2024,T3. PLANEADO 2024,T3. EJECUTADO 2024,T4. PLANEADO 2024,T.4 EJECUTADO 2024,TOTAL PLANEADO 2024,TOTAL EJECUTADO 2024,AVANCE 2024,% TOTAL PLANEADO 2024,% TOTAL AVANCE 2024,ESTADO PROGRAMADO-NO PROGRAMADO 2024, SOPORTES DE CUMPLIMIENTO 2024,T1. PLANEADO 2025,T1. EJECUTADO 2025,T2. PLANEADO 2025,T2. EJECUTADO 2025,T3. PLANEADO 2025,T3. EJECUTADO 2025,T4. PLANEADO 2025,T.4 EJECUTADO 2025,TOTAL PLANEADO 2025,TOTAL EJECUTADO 2025,AVANCE 2025,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO 2025, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2026,T1. EJECUTADO 2026,T2. PLANEADO 2026,T2. EJECUTADO 2026,T3. PLANEADO 2026,T3. EJECUTADO 2026,T4. PLANEADO 2026,T.4 EJECUTADO 2026,TOTAL PLANEADO 2026,TOTAL EJECUTADO 2026,% AVANCE 2026,% TOTAL PLANEADO 2026,% TOTAL AVANCE 2026,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,T1. PLANEADO 2027,T1. EJECUTADO 2027,T2. PLANEADO 2027,T2. EJECUTADO 2027,T3. PLANEADO 2027,T3. EJECUTADO 2027,T4. PLANEADO 2027,T.4 EJECUTADO 2024,TOTAL PLANEADO 2027,TOTAL EJECUTADO 2027,% AVANCE 2027,% TOTAL PLANEADO 2025,% TOTAL AVANCE 2025,ESTADO PROGRAMADO-NO PROGRAMADO, SOPORTES DE CUMPLIMIENTO 2025,PPTO DEFINITIVO INICIAL,VALOR EJECUTADO,SALDO DISPONIBLE,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,APROPIACION 2024,COMPROMISOS 2024,TOTAL ASIGNADO,TOTAL COMPROMISOS,% EJECUCIÓN FINANCIERA,APROPIACION INICIAL 2025,APROPIACION DEFINITIVA 2025,COMPROMISOS 2025,PAGOS 2025,% EJECUCION 2025,2024 PLAN FINANCIERO PDM,2025 PLAN FINANCIERO PDM,2026 PLAN FINANCIERO PDM,2027 PLAN FINANCIERO PDM,TOTALES PLAN FINANCIERO PDM,PLAN DE ACCIÓN,APROPIACION INICIAL 2026,APROPIACION DEFINITIVA 2026,COMPROMISOS 2026,PAGOS 2026,% EJECUCION 2026,VALOR EJECUTADO 2026,SALDO DISPONIBLE 2026,PROCENTAJE EJECUCIÓN PPTO,Recursos Propios,Ssistema General de Participaciones,Sistema General de Regalias,Cofinanciación,Crédito,Otros
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,2,"Programa Integral de Transformación Urbana (PINTU)

(Ordenamiento territorial y desarrollo urbano)",,1400,"2,2 ",Acciones urbanísticas innovadoras,,2.2.1,Optimizar al 100% la gestión y regulación del uso del suelo en el municipio,Porcentaje de gestión y regulación del uso del suelo optimizada,0,4002036,2024257990002,Fortalecimiento integral del programa de transformacion Urbana en el Municipio de Tenjo Cundinamarca,11,, Implementar anualmente un programa de gestión urbanística y financiación del suelo,1,Número,M,Programa de revisión de instrumentos de gestión y financiación del suelo implementado,Sec.  de Urbanismo,,4,24%,25%,,,12.3%,1,1,1,1,,,,,0.7,0.7,0.3,0.25,1.00,0.95,0.95,100%,95%,P,META 11.docx,0.25,0.25,0.3,0.3,0.3,0.3,0.15,0.15,1.00,1.00,1.00,100%,100%,P,Meta 11.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$420,000,000.00","$280,610,000.00","$144,661,334.00","$144,661,334.00","$564,661,334.00","$425,271,334.00",75%,"$420,000,000.00","$327,110,000.00","$327,110,000.00","$257,281,291.00",100.00%,"$200,000,000.00",20400000000%,"208,080,000","214,322,400","826,402,400",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599005,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,12,,Actualizar mantener y fortalecer en un 100% la infraestructura de datos espaciales en el cuatrienio,40%,Porcentaje,I,Funcionamiento garantizado,Sec. de Planeación y Desarrollo Territorial ,,100%,45%,90%,,,38.3%,100%,100%,100%,100%,,,,,50%,50%,50%,40%,50%,45%,90%,100%,90%,P,Meta 12.docx,15%,15%,30%,30%,45%,45%,10%,,100%,90%,90%,100%,90%,P,Meta 12.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$442,681,049.00","$44,000,000.00","$11,400,000.00","$11,400,000.00","$454,081,049.00","$55,400,000.00",12%,"$92,681,049.00","$72,681,049.00","$58,000,000.00","$46,766,666.00",79.80%,"$375,000,000.00",38250000000%,"390,150,000","401,854,500","1,549,504,500",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599025,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,13,,"Garantizar el funcionamiento del servicio público de catastro multipropósito, logrando la hablilitación como Gestor Catastral al 100%",100%,Porcentaje,M,Funcionamiento garantizado,Sec. de Planeación y Desarrollo Territorial ,,100%,30%,60%,,,25.5%,30%,10%,40%,20%,,,,,10%,10%,20%,20%,30%,30%,100%,100%,100%,P,Meta 13.docx,3%,3%,3%,0,3%,3%,1%,,10%,6%,60%,100%,60%,P,Meta 13.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$510,000,000.00","$45,000,000.00","$336,500,000.00","$336,500,000.00","$846,500,000.00","$381,500,000.00",45%,"$510,000,000.00","$120,000,000.00","$57,279,342.00","$11,850,000.00",47.73%,"$500,000,000.00",51000000000%,"520,200,000","535,806,000","2,066,006,000",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599031,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,14,,Formular al 100% los proyectos de inversión para el cumplimiento de metas del plan de desarrollo municipal ,SD,Porcentaje,I,Porcentaje de proyectos de inversión formulados y actualizados ,Sec. de Planeación y Desarrollo Territorial ,,100%,48%,85%,,,36.9%,100%,100%,100%,100%,,,,,75%,75%,25%,20%,50%,48%,95%,100%,95%,P,Meta 14.docx,25%,25%,25%,25%,35%,35%,15%,,100%,85%,85%,100%,85%,P,Meta 14.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$194,000,000.00","$99,753,334.00","$45,533,333.00","$45,533,333.00","$239,533,333.00","$145,286,667.00",61%,"$170,000,000.00","$103,753,334.00","$99,753,334.00","$83,923,333.00",96.14%,"$160,000,000.00",16320000000%,"166,464,000","171,457,920","661,121,920",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599032,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,15,,Desarrollar 4 seguimientos anuales a la ejecución del Plan de Desarrollo Territorial gerenado un esquema de ajuste a y mejoras en la toma de decisiones,4,Número,M,Seguimientos anuales al plan de Desarrollo realizados ,Sec. de Planeación y Desarrollo Territorial ,,16,25%,5%,,,5.7%,4,4,4,4,,,,,2,2,2,2,4.00,4.00,1.00,100%,100%,P,Meta 15.docx,1,1,1,1,1.5,1.5,0.5,,4.00,3.50,0.88,100%,88%,P,Meta 15.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$125,000,000.00","$15,000,000.00","$2,000,000.00","$2,000,000.00","$127,000,000.00","$17,000,000.00",13%,"$125,000,000.00","$63,400,000.00","$63,400,000.00","$21,240,000.00",100.00%,"$110,000,000.00",11220000000%,"114,444,000","117,877,320","454,521,320",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599023,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,16,,Implementar un modelo de gobierno de datos con el manejo de herramientas de analítica de datos para la toma de decisiones.,0,Número,I,Modelo de gobierno de datos implementado,Sec. de Planeación y Desarrollo Territorial ,SI,1,100%,83%,,,44.2%,0.20,0.30,0.30,0.20,,,,,0.4,0.4,0.6,0.6,1.00,1.00,1.00,100%,100%,P,Meta 16.docx,0.5,0.5,0.5,0.5,1.5,1.5,0.5,,3.00,2.50,0.83,100%,83%,P,Meta 16.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$71,400,000.00","$71,400,000.00","$88,000,000.00","$88,000,000.00","$159,400,000.00","$159,400,000.00",100%,"$71,400,000.00","$71,400,000.00","$71,400,000.00","$63,367,500.00",100.00%,"$70,000,000.00",7140000000%,"72,828,000","75,012,840","289,240,840",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599033,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,17,,Garantizar el sistema de información y el proceso de encuestas del sisben al 100%,1,Número,M,Funcionamiento garantizado,Sec. de Planeación y Desarrollo Territorial ,,100%,50%,85%,,,37.3%,100%,100%,100%,100%,,,,,75%,75%,25%,25%,50%,50%,100%,100%,100%,P,Meta 17.docx,20%,20%,25%,25%,40%,40%,15%,,100%,85%,85%,100%,85%,P,Meta 17.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$110,000,000.00","$93,500,000.00","$24,855,200.00","$24,855,200.00","$134,855,200.00","$118,355,200.00",88%,"$110,000,000.00","$110,000,000.00","$93,500,000.00","$76,513,332.00",85.00%,"$80,000,000.00",8160000000%,"83,232,000","85,728,960","330,560,960",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599033,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,18,,Garantizar el funcionamiento del Consejo Territorial de Planeación,1,Número,M,Funcionamiento garantizado,Sec. de Planeación y Desarrollo Territorial ,,1,100%,70%,,,39.5%,1,1,1,1,,,,,0.5,0.5,0.5,0.5,1.00,1.00,1.00,100%,100%,P,Meta 18.docx,0.1,0.1,0.1,0.1,0.5,0.5,0.3,,1.00,0.70,0.70,100%,70%,P,Meta 18.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$15,000,000.00",$0.00,$0.00,$0.00,"$15,000,000.00",$0.00,0%,"$15,000,000.00","$15,000,000.00","$14,930,914.00",$0.00,99.54%,"$20,000,000.00",2040000000%,"20,808,000","21,432,240","82,640,240",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,45,4599,3,"Programa Avanzado de Gestión Territorial Inteligente (PRAGETI)

(Fortalecimiento a la gestión y dirección de la gestió pública territorial)",,1000,3.1,Sistemas de Información y datos para la toma de decisiones,,3.1.1,"Implementar al 100%  el sistema de Información y datos de gestión del desarrollo territorial y  toma de decisiones, mediante la implementación efectiva de tecnologías avanzadas en análisis de datos y la optimización del funcionamiento de los consejos y comités de planificación y estratificación",Porcentaje de sistema de Información y datos implementado,71%,4599005,2024257990003,Fortalecimiento a la direccion y gestión publica en el Municipio de Tenjo Cundinamarca,19,,Garantizar el funcionamiento de comité de estratificación,50%,Porcentaje,I,Actalización aplicada,Sec. de Planeación y Desarrollo Territorial ,,100%,98%,50%,,,32.2%,100%,100%,100%,100%,,,,,40%,40%,60%,58%,100%,98%,98%,100%,98%,P,Meta 19.docx,0%,0%,0%,0,50%,50%,50%,,100%,50%,50%,100%,50%,P,Meta 19.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,100,000.00",$0.00,"$195,173.00","$195,173.00","$5,295,173.00","$195,173.00",4%,"$5,100,000.00","$5,100,000.00","$208,835.00","$208,835.00",4.09%,"$5,000,000.00",510000000%,"5,202,000","5,358,060","20,660,060",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,4,"Ordenamiento Territorial y Desarrollo Urbano Inteligente y Sostenible-OTEDUS

(Ordenamiento territorial y desarrollo urbano)",,1400,4.1,Ordenamiento Territorial Inteligente,,4.1.1,"Garantizar al 100% las acciones de revisión, ajustes y actualización de PBOT",Porcentaje de acciones de garantizadas,20%,4002018,2024257990004,Implementación del Desarrollo Urbano y Ordenamiento Territorial Inteligente en el Municipio de Tenjo Cundinamarca,20,,Desarrollar un programa de actualización cartográfica,0,Número,I,Programa desarrollado,Sec. de Planeación y Desarrollo Territorial ,,1,88%,0%,,,13.2%,1,0.00,0.00,0.00,,,,,0.7,0.7,0.3,0.18,1.00,0.88,0.88,100%,88%,P,Meta 20.docx,0,,0,0,0,,0,,0.00,0.00,0%,0%,0%,NP,Meta 20.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,"$646,022,333.00","$646,022,333.00","$646,022,333.00","$646,022,333.00",100%,$0.00,$0.00,$0.00,$0.00,,"$650,000,000.00",0%,0,0,"650,000,000",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,4,"Ordenamiento Territorial y Desarrollo Urbano Inteligente y Sostenible-OTEDUS

(Ordenamiento territorial y desarrollo urbano)",,1400,4.1,Ordenamiento Territorial Inteligente,,4.1.1,"Garantizar al 100% las acciones de revisión, ajustes y actualización de PBOT",Porcentaje de acciones de garantizadas,20%,4002001,2024257990004,Implementación del Desarrollo Urbano y Ordenamiento Territorial Inteligente en el Municipio de Tenjo Cundinamarca,21,,Realizar un proceso de revisión y ajustes al PBOT en el cuatrienio ,0,Número,I,Proceso de revisión realizado ,Sec. de Planeación y Desarrollo Territorial ,,1,20%,88%,,,33.6%,0.00,0.25,0.35,0.40,,,,,0.1,0.1,0.1,0.1,0.20,0.20,1.00,100%,100%,P,Meta 21.docx,0.1,0.1,0.1,0.1,0.15,0.15,0.05,,0.40,0.35,0.88,100%,88%,P,Meta 21.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$300,000,000.00","$184,400,000.00","$54,746,667.00","$54,746,667.00","$354,746,667.00","$239,146,667.00",67%,"$300,000,000.00","$224,400,000.00","$210,450,000.00","$169,883,666.00",93.78%,"$180,000,000.00",18360000000%,"187,272,000","192,890,160","743,762,160",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,4,"Ordenamiento Territorial y Desarrollo Urbano Inteligente y Sostenible-OTEDUS

(Ordenamiento territorial y desarrollo urbano)",,1400,4.1,Ordenamiento Territorial Inteligente,,4.1.1,"Garantizar al 100% las acciones de revisión, ajustes y actualización de PBOT",Porcentaje de acciones de garantizadas,20%,4002016,2024257990004,Implementación del Desarrollo Urbano y Ordenamiento Territorial Inteligente en el Municipio de Tenjo Cundinamarca,22,,Mantener actualizado al 100% el expediente municipal del PBOT,60%,Porcentaje,M,Expediente municipal fortalecido ,Sec. de Planeación y Desarrollo Territorial ,,100%,50%,85%,,,37.3%,100%,100%,100%,100%,,,,,20%,20%,80%,80%,50%,50%,100%,100%,100%,P,Meta 22.docx,15%,15%,30%,30%,40%,40%,15%,,100%,85%,85%,100%,85%,P,Meta 22.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$72,000,000.00","$35,530,000.00",$0.00,$0.00,"$72,000,000.00","$35,530,000.00",49%,"$72,000,000.00","$35,530,000.00","$35,530,000.00","$28,930,000.00",100.00%,"$131,000,000.00",13362000000%,"136,292,400","140,381,172","541,293,572",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,4,"Ordenamiento Territorial y Desarrollo Urbano Inteligente y Sostenible-OTEDUS

(Ordenamiento territorial y desarrollo urbano)",,1400,4.1,Ordenamiento Territorial Inteligente,,4.1.2,Garantizar al 100% las acciones de implementación del PEMP programadas para el cuatrienio,Porcentaje de acciones de garantizadas,0,4002015,2024257990004,Implementación del Desarrollo Urbano y Ordenamiento Territorial Inteligente en el Municipio de Tenjo Cundinamarca,23,,Ejecutar el 30% del Plan Especial de Manejo y Protección PEMP con base en lineamientos de MinCultura ,SD,Porcentaje,I,PEMP actualizado,Sec. de Planeación y Desarrollo Territorial ,,30%,33%,283%,,,104.2%,10%,10%,5%,5%,,,,,5%,5%,5%,5%,10%,10%,100%,100%,100%,P,Meta 23.docx,2.50%,2.50%,2.50%,2.50%,3.50%,3.50%,1.50%,,10%,9%,85%,100%,85%,P,Meta 23.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$55,000,000.00","$47,700,000.00","$16,500,000.00","$16,500,000.00","$71,500,000.00","$64,200,000.00",90%,"$55,000,000.00","$55,000,000.00","$47,700,000.00","$38,850,000.00",86.73%,"$40,000,000.00",4080000000%,"41,616,000","42,864,480","165,280,480",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4002,4,"Ordenamiento Territorial y Desarrollo Urbano Inteligente y Sostenible-OTEDUS

(Ordenamiento territorial y desarrollo urbano)",,1400,4.1,Ordenamiento Territorial Inteligente,,4.1.2,Garantizar al 100% las acciones de implementación del PEMP programadas para el cuatrienio,Porcentaje de acciones de garantizadas,0,4002023,2024257990004,Implementación del Desarrollo Urbano y Ordenamiento Territorial Inteligente en el Municipio de Tenjo Cundinamarca,24,,Modernizar la infraestructura física del Parque Principal optimizando la actividad turística y el valor patrimonial del municipio de Tenjo en concordancia con el PEMP,0,Número,I,Número de parques modernizados,Sec. Infraestructura y Obra Pública,,1,0%,85%,,,29.8%,0.0,0.20,0.70,0.10,,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0.02,0.02,0.03,0.03,0.12,0.12,0.03,,0.20,0.17,0.85,100%,85%,P,Meta 24.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$50,000,000.00",$0.00,$0.00,$0.00,"$50,000,000.00",$0.00,0%,"$50,000,000.00","$50,000,000.00","$50,000,000.00",$0.00,100.00%,$0.00,0%,0,"200,000,000","200,000,000",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4003,5,"Programa Integral de Innovación de Servicios Públicos de Acuedcto, Alcantarillado y Aseo (PISAAA)

(Acceso de la población a los servicios de agua potable y saneamiento básico)",,1400,5.1,Es el tiempo de Agua Potable con Calidad,,5.1.1,Incrementar al 99% la calidad y continuidad del servicio de acueducto,Porcentaje de calidad y continuidad del servicios de acueducto incrementado,"% en el municipio 97,93
% en la cabecera municipal 99,58
% Centros poblados y rural disperso 96,73
Fuente: Dane.mapa.argis.com",4003017,2024257990005,Optimización del programa integral para el acceso de la población a los serivicios de agua potable y saneamiento básico en el municipio de Tenjo Cundinamarca,25,,Optimizar 27 km de redes de acueducto,2 km,Km,M,Km de redes de acueducto optimizadas,Sec. Infraestructura y Obra Pública,SI,27,22%,4%,,,4.6%,6,10,6,5,,,,,0,0,6,6,6.00,6.00,1.00,100%,100%,P,META 25.docx,0.2,0.2,0.2,0.2,6,6,0.6,0.6,7.00,7.00,1.00,100%,100%,P,Meta 25.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$400,000,000.00","$86,925,000.00","$1,323,000,000.00","$1,323,000,000.00","$1,723,000,000.00","$1,409,925,000.00",82%,"$100,000,000.00","$400,000,000.00","$397,375,000.00","$385,812,500.00",99.34%,"$800,000,000.00",90000000000%,0,"1,166,398,880","2,866,398,880",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4003,5,"Programa Integral de Innovación de Servicios Públicos de Acuedcto, Alcantarillado y Aseo (PISAAA)

(Acceso de la población a los servicios de agua potable y saneamiento básico)",,1400,5.1,Es el tiempo de Agua Potable con Calidad,,5.1.1,Incrementar al 99% la calidad y continuidad del servicio de acueducto,Porcentaje de calidad y continuidad del servicios de acueducto incrementado,"% en el municipio 97,93
% en la cabecera municipal 99,58
% Centros poblados y rural disperso 96,73
Fuente: Dane.mapa.argis.com",4003009,2024257990005,Optimización del programa integral para el acceso de la población a los serivicios de agua potable y saneamiento básico en el municipio de Tenjo Cundinamarca,26,,Optimizar la macromedición y sectorización al 80% en el municipio de Tenjo en las redes de acueducto.,"7,75%",Porcentaje,I,Porcentaje de macro medición y sectorización optimizadas,Sec. Infraestructura y Obra Pública,SI,80%,38%,125%,,,49.4%,30%,40%,10%,0%,,,,,0%,0,30%,30%,30%,30%,100%,100%,100%,P,META 26.docx,0%,0,0%,0,20%,20%,20%,20%,40%,40%,100%,100%,100%,P,Meta 26.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$100,000,000.00",$0.00,"$800,000,000.00","$800,000,000.00","$900,000,000.00","$800,000,000.00",89%,"$100,000,000.00","$100,000,000.00","$100,000,000.00","$100,000,000.00",100.00%,"$125,000,000.00",10000000000%,"120,000,000","125,000,000","470,000,000",,,,,,,,,,,,,,,
"Eje 1. Ambiente, Conectividad y Ordenamiento y servicios públicos",23.50%,,40,4003,5,"Programa Integral de Innovación de Servicios Públicos de Acuedcto, Alcantarillado y Aseo (PISAAA)

(Acceso de la población a los servicios de agua potable y saneamiento básico)",,1400,5.1,Es el tiempo de Agua Potable con Calidad,,5.1.1,Incrementar al 99% la calidad y continuidad del servicio de acueducto,Porcentaje de calidad y continuidad del servicios de acueducto incrementado,"% en el municipio 97,93
% en la cabecera municipal 99,58
% Centros poblados y rural disperso 96,73
Fuente: Dane.mapa.argis.com",4003009,2024257990005,Optimización del programa integral para el acceso de la población a los serivicios de agua potable y saneamiento básico en el municipio de Tenjo Cundinamarca,27,,Optimizar la micro medición telemétrica para 3500 usuarios de la Empresa de Servicios Públicos de Tenjo – EMSERTENJO,0,Número,I,Número de usuarios con optimización telemétrica,Sec. Infraestructura y Obra Pública,SI,"3,500",0%,0%,,,0.0%,0,0,0,"3,500",,,,,0%,0%,0%,0%,0%,0%,0%,0%,0%,NP,,0,,0,,0,,0,,0.00,0.00,0%,0%,0%,NP,Meta 27.docx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,,$0.00,$0.00,$0.00,$0.00,,"$110,000,000.00",0%,0,0,"110,000,000",,,,,,,,,,,,,,,
